LeftKey,RightKey,Winner
Ong Bak: Muay Thai Warrior (2003),This Is Spinal Tap (1984),Ong Bak: Muay Thai Warrior (2003)
Ong Bak: Muay Thai Warrior (2003),Tropic Thunder (2008),Ong Bak: Muay Thai Warrior (2003)
Ong Bak: Muay Thai Warrior (2003),Unleashed (2005),Unleashed (2005)
Ong Bak: Muay Thai Warrior (2003),Whiplash (2014),Whiplash (2014)
Onward (2020),PlayTime (1967),Onward (2020)
Onward (2020),Signs (2002),Signs (2002)
Onward (2020),Singin' in the Rain (1952),Singin' in the Rain (1952)
Onward (2020),Species (1995),Onward (2020)
Onward (2020),Species III (2004),Onward (2020)
Onward (2020),The Butterfly Effect (2004),Onward (2020)
Onward (2020),The Color of Pomegranates (1969),The Color of Pomegranates (1969)
Onward (2020),The Incredibles (2004),The Incredibles (2004)
Onward (2020),The Pink Panther (2006),Onward (2020)
Onward (2020),The Revenant (2015),The Revenant (2015)
Onward (2020),Toy Story 2 (1999),Toy Story 2 (1999)
Onward (2020),Toy Story 4 (2019),Toy Story 4 (2019)
Onward (2020),Training Day (2001),Training Day (2001)
Onward (2020),Under the Skin (2013),Onward (2020)
Onward (2020),Up (2009),Onward (2020)
Onward (2020),Us (2019),Us (2019)
Onward (2020),Willy Wonka & the Chocolate Factory (1971),Onward (2020)
Onward (2020),Zombieland (2009),Onward (2020)
Over the Moon (2020),Pineapple Express (2008),Over the Moon (2020)
Over the Moon (2020),Rain Man (1988),Rain Man (1988)
Over the Moon (2020),Return of the Jedi (1983),Over the Moon (2020)
Over the Moon (2020),Rogue One: A Star Wars Story (2016),Rogue One: A Star Wars Story (2016)
Over the Moon (2020),Singin' in the Rain (1952),Singin' in the Rain (1952)
Over the Moon (2020),Starship Troopers (1997),Over the Moon (2020)
Over the Moon (2020),TRON: Legacy (2010),Over the Moon (2020)
Over the Moon (2020),The Boondock Saints (1999),Over the Moon (2020)
Over the Moon (2020),The Butterfly Effect (2004),Over the Moon (2020)
Over the Moon (2020),The Dead Lands (2014),Over the Moon (2020)
Over the Moon (2020),The Final Cut (2004),Over the Moon (2020)
Over the Moon (2020),The Last Starfighter (1984),Over the Moon (2020)
Over the Moon (2020),The Wolf of Wall Street (2013),Over the Moon (2020)
Over the Moon (2020),This Is Spinal Tap (1984),Over the Moon (2020)
Over the Moon (2020),Tropic Thunder (2008),Over the Moon (2020)
Over the Moon (2020),Whiplash (2014),Over the Moon (2020)
Over the Moon (2020),Wish Dragon (2021),Over the Moon (2020)
Over the Moon (2020),Zootopia (2016),Over the Moon (2020)
Over the Top (1987),Race to Witch Mountain (2009),Race to Witch Mountain (2009)
Over the Top (1987),Resident Evil: Afterlife (2010),Resident Evil: Afterlife (2010)
Over the Top (1987),Resident Evil: Extinction (2007),Resident Evil: Extinction (2007)
Over the Top (1987),Skyline (2010),Over the Top (1987)
Over the Top (1987),Somm (2012),Somm (2012)
Over the Top (1987),Species II (1998),Over the Top (1987)
Over the Top (1987),Stardust (2007),Stardust (2007)
Over the Top (1987),The Adventures of Baron Munchausen (1988),The Adventures of Baron Munchausen (1988)
Over the Top (1987),The Boondock Saints II: All Saints Day (2009),The Boondock Saints II: All Saints Day (2009)
Over the Top (1987),The Discreet Charm of the Bourgeoisie (1972),The Discreet Charm of the Bourgeoisie (1972)
Over the Top (1987),The Intern (2015),The Intern (2015)
Over the Top (1987),X-Men: The Last Stand (2006),X-Men: The Last Stand (2006)
Pacific Rim (2013),Reign of Fire (2002),Reign of Fire (2002)
Pacific Rim (2013),Shaolin Soccer (2001),Shaolin Soccer (2001)
Pacific Rim (2013),Solaris (1972),Solaris (1972)
Pacific Rim (2013),Solaris (2002),Solaris (2002)
Pacific Rim (2013),Speed Racer (2008),Speed Racer (2008)
Pacific Rim (2013),Star Wars: The Force Awakens (2015),Star Wars: The Force Awakens (2015)
Pacific Rim (2013),The Chronicles of Riddick (2004),The Chronicles of Riddick (2004)
Pacific Rim (2013),The Hunger Games (2012),The Hunger Games (2012)
Pacific Rim (2013),The World's End (2013),The World's End (2013)
Pacific Rim (2013),Up in the Air (2009),Up in the Air (2009)
Pacific Rim (2013),While You Were Sleeping (1995),While You Were Sleeping (1995)
Paddington (2014),Rain Man (1988),Paddington (2014)
Paddington (2014),Ronin (1998),Paddington (2014)
Paddington (2014),Rounders (1998),Rounders (1998)
Paddington (2014),Scott Pilgrim vs. the World (2010),Paddington (2014)
Paddington (2014),Serenity (2005),Serenity (2005)
Paddington (2014),Shanghai Noon (2000),Paddington (2014)
Paddington (2014),Shaun of the Dead (2004),Shaun of the Dead (2004)
Paddington (2014),Sin City (2005),Sin City (2005)
Paddington (2014),The Avengers (2012),The Avengers (2012)
Paddington (2014),The Fast and the Furious (2001),Paddington (2014)
Paddington (2014),The Hunt for Red October (1990),The Hunt for Red October (1990)
Paddington (2014),The Life Aquatic with Steve Zissou (2004),Paddington (2014)
Paddington (2014),The Lobster (2015),The Lobster (2015)
Paddington (2014),The Lure (2015),The Lure (2015)
Paddington (2014),The Machinist (2004),Paddington (2014)
Paddington (2014),This Is Spinal Tap (1984),Paddington (2014)
Paddington (2014),Unleashed (2005),Unleashed (2005)
Paddington 2 (2017),Presto (2008),Paddington 2 (2017)
Paddington 2 (2017),Rear Window (1954),Rear Window (1954)
Paddington 2 (2017),Rope (1948),Paddington 2 (2017)
Paddington 2 (2017),Signs (2002),Paddington 2 (2017)
Paddington 2 (2017),Soul (2020),Paddington 2 (2017)
Paddington 2 (2017),Star Trek II: The Wrath of Khan (1982),Paddington 2 (2017)
Paddington 2 (2017),The Ballad of Buster Scruggs (2018),Paddington 2 (2017)
Paddington 2 (2017),The Conversation (1974),The Conversation (1974)
Paddington 2 (2017),The House Is Black (1963),Paddington 2 (2017)
Paddington 2 (2017),The Lion King (1994),Paddington 2 (2017)
Paddington 2 (2017),The Matrix (1999),Paddington 2 (2017)
Paddington 2 (2017),Tokyo Godfathers (2003),Paddington 2 (2017)
Paddington 2 (2017),Toy Story 4 (2019),Paddington 2 (2017)
Pan's Labyrinth (2006),Pi (1998),Pan's Labyrinth (2006)
Pan's Labyrinth (2006),"Planes, Trains and Automobiles (1987)",Pan's Labyrinth (2006)
Pan's Labyrinth (2006),Predator (1987),Predator (1987)
Pan's Labyrinth (2006),Princess Mononoke (1997),Princess Mononoke (1997)
Pan's Labyrinth (2006),Psycho (1960),Pan's Labyrinth (2006)
Pan's Labyrinth (2006),Pulp Fiction (1994),Pulp Fiction (1994)
Pan's Labyrinth (2006),Rashomon (1950),Rashomon (1950)
Pan's Labyrinth (2006),Rear Window (1954),Rear Window (1954)
Pan's Labyrinth (2006),Reservoir Dogs (1992),Reservoir Dogs (1992)
Pan's Labyrinth (2006),RoboCop (1987),RoboCop (1987)
Pan's Labyrinth (2006),Scream (1996),Pan's Labyrinth (2006)
Pan's Labyrinth (2006),"Sherlock, Jr. (1924)","Sherlock, Jr. (1924)"
Pan's Labyrinth (2006),Sunset Boulevard (1950),Sunset Boulevard (1950)
Pan's Labyrinth (2006),The Conversation (1974),The Conversation (1974)
Pan's Labyrinth (2006),The Day the Earth Stood Still (1951),Pan's Labyrinth (2006)
Pan's Labyrinth (2006),The Elephant Man (1980),The Elephant Man (1980)
Pan's Labyrinth (2006),The Emperor's New Groove (2000),The Emperor's New Groove (2000)
Pan's Labyrinth (2006),The Graduate (1967),The Graduate (1967)
Pan's Labyrinth (2006),The Matrix (1999),Pan's Labyrinth (2006)
Pan's Labyrinth (2006),The Music Room (1958),The Music Room (1958)
Pan's Labyrinth (2006),The Shape of Water (2017),The Shape of Water (2017)
Pan's Labyrinth (2006),The Social Network (2010),The Social Network (2010)
Pan's Labyrinth (2006),The Sting (1973),The Sting (1973)
Pan's Labyrinth (2006),There Will Be Blood (2007),There Will Be Blood (2007)
Pan's Labyrinth (2006),Tokyo Godfathers (2003),Tokyo Godfathers (2003)
Pan's Labyrinth (2006),Wolfwalkers (2020),Wolfwalkers (2020)
Pan's Labyrinth (2006),Yi Yi (2000),Pan's Labyrinth (2006)
Paprika (2006),Persona (1966),Paprika (2006)
Paprika (2006),The Day the Earth Stood Still (1951),Paprika (2006)
Paprika (2006),The Lobster (2015),Paprika (2006)
Paprika (2006),Unforgiven (1992),Paprika (2006)
Paradox (2016),Pearl Harbor (2001),Paradox (2016)
Paradox (2016),Prince of Persia: The Sands of Time (2010),Paradox (2016)
Paradox (2016),Purl (2018),Paradox (2016)
Paradox (2016),Resident Evil: Extinction (2007),Paradox (2016)
Paradox (2016),Rollerball (1975),Paradox (2016)
Paradox (2016),Southpaw (2015),Paradox (2016)
Paradox (2016),Spawn (1997),Paradox (2016)
Paradox (2016),Sword of the Stranger (2007),Sword of the Stranger (2007)
Paradox (2016),Synchronicity (2015),Paradox (2016)
Paradox (2016),Talladega Nights: The Ballad of Ricky Bobby (2006),Paradox (2016)
Paradox (2016),Team America: World Police (2004),Paradox (2016)
Paradox (2016),The Good Dinosaur (2015),Paradox (2016)
Paradox (2016),The Polar Express (2004),Paradox (2016)
Paradox (2016),The Recruit (2003),Paradox (2016)
Paradox (2016),The VelociPastor (2018),Paradox (2016)
Paradox (2016),Wild Hogs (2007),Paradox (2016)
Paradox (2016),X-Men: The Last Stand (2006),Paradox (2016)
Paranormal Activity (2007),Pirates of the Caribbean: The Curse of the Black Pearl (2003),Paranormal Activity (2007)
Paranormal Activity (2007),Pontypool (2008),Paranormal Activity (2007)
Paranormal Activity (2007),Pulp Fiction (1994),Pulp Fiction (1994)
Paranormal Activity (2007),Raising Arizona (1987),Raising Arizona (1987)
Paranormal Activity (2007),Redline (2009),Redline (2009)
Paranormal Activity (2007),Resident Evil (2002),Paranormal Activity (2007)
Paranormal Activity (2007),Ringu (1998),Paranormal Activity (2007)
Paranormal Activity (2007),Rocky (1976),Paranormal Activity (2007)
Paranormal Activity (2007),Run Lola Run (1998),Paranormal Activity (2007)
Paranormal Activity (2007),Rush Hour (1998),Paranormal Activity (2007)
Paranormal Activity (2007),Scarface (1983),Paranormal Activity (2007)
Paranormal Activity (2007),Shrek (2001),Paranormal Activity (2007)
Paranormal Activity (2007),Sin City (2005),Paranormal Activity (2007)
Paranormal Activity (2007),Slumdog Millionaire (2008),Paranormal Activity (2007)
Paranormal Activity (2007),Sorry to Bother You (2018),Sorry to Bother You (2018)
Paranormal Activity (2007),Star Trek II: The Wrath of Khan (1982),Star Trek II: The Wrath of Khan (1982)
Paranormal Activity (2007),"Synecdoche, New York (2008)","Synecdoche, New York (2008)"
Paranormal Activity (2007),The Adventures of Buckaroo Banzai Across the 8th Dimension (1984),The Adventures of Buckaroo Banzai Across the 8th Dimension (1984)
Paranormal Activity (2007),The Andromeda Strain (1971),The Andromeda Strain (1971)
Paranormal Activity (2007),The Blues Brothers (1980),The Blues Brothers (1980)
Paranormal Activity (2007),The Body Remembers When the World Broke Open (2019),The Body Remembers When the World Broke Open (2019)
Paranormal Activity (2007),The Dark Knight (2008),Paranormal Activity (2007)
Paranormal Activity (2007),The Fifth Element (1997),The Fifth Element (1997)
Paranormal Activity (2007),The Girl Who Leapt Through Time (2006),Paranormal Activity (2007)
Paranormal Activity (2007),The Shining (1980),The Shining (1980)
Paranormal Activity (2007),The Social Dilemma (2020),Paranormal Activity (2007)
Paranormal Activity (2007),This Is Spinal Tap (1984),Paranormal Activity (2007)
Paranormal Activity (2007),U.S. Marshals (1998),Paranormal Activity (2007)
Paranormal Activity (2007),Who Framed Roger Rabbit (1988),Who Framed Roger Rabbit (1988)
Paranormal Activity (2007),You Were Never Really Here (2017),Paranormal Activity (2007)
Parasite (2019),Primer (2004),Parasite (2019)
Parasite (2019),Rashomon (1950),Rashomon (1950)
Parasite (2019),Requiem for a Dream (2000),Requiem for a Dream (2000)
Parasite (2019),Scream (1996),Scream (1996)
Parasite (2019),Serpico (1973),Serpico (1973)
Parasite (2019),Seven Brides for Seven Brothers (1954),Parasite (2019)
Parasite (2019),"Sherlock, Jr. (1924)","Sherlock, Jr. (1924)"
Parasite (2019),Snatch (2000),Parasite (2019)
Parasite (2019),Spider-Man: Into the Spider-Verse (2018),Spider-Man: Into the Spider-Verse (2018)
Parasite (2019),Spy Kids (2001),Parasite (2019)
Parasite (2019),Suspiria (1977),Parasite (2019)
Parasite (2019),THX 1138 (1971),Parasite (2019)
Parasite (2019),Terminator 2: Judgment Day (1991),Parasite (2019)
Parasite (2019),The Adventures of Prince Achmed (1926),The Adventures of Prince Achmed (1926)
Parasite (2019),The Big Short (2015),Parasite (2019)
Parasite (2019),The Blair Witch Project (1999),Parasite (2019)
Parasite (2019),The Empire Strikes Back (1980),The Empire Strikes Back (1980)
Parasite (2019),The General (1926),Parasite (2019)
Parasite (2019),The Graduate (1967),The Graduate (1967)
Parasite (2019),The Great Dictator (1940),The Great Dictator (1940)
Parasite (2019),The Green Mile (1999),The Green Mile (1999)
Parasite (2019),The House Is Black (1963),The House Is Black (1963)
Parasite (2019),The Lion King (1994),The Lion King (1994)
Parasite (2019),The Princess Bride (1987),Parasite (2019)
Parasite (2019),The Seventh Seal (1957),The Seventh Seal (1957)
Parasite (2019),The Truman Show (1998),The Truman Show (1998)
Parasite (2019),The Wizard of Oz (1939),Parasite (2019)
Parasite (2019),Toy Story (1995),Toy Story (1995)
Parasite (2019),WarGames (1983),WarGames (1983)
Parasite (2019),Yi Yi (2000),Yi Yi (2000)
Parasite (2019),Zodiac (2007),Zodiac (2007)
Pearl Harbor (2001),Push (2009),Push (2009)
Pearl Harbor (2001),Somm (2012),Somm (2012)
Pearl Harbor (2001),Star Wars: Episode II - Attack of the Clones (2002),Star Wars: Episode II - Attack of the Clones (2002)
Pearl Harbor (2001),Synchronicity (2015),Synchronicity (2015)
Pearl Harbor (2001),The Adventures of Baron Munchausen (1988),The Adventures of Baron Munchausen (1988)
Pearl Harbor (2001),The Longest Yard (2005),The Longest Yard (2005)
Pearl Harbor (2001),The Polar Express (2004),Pearl Harbor (2001)
Pearl Harbor (2001),The Score (2001),The Score (2001)
Pearl Harbor (2001),The Spy Next Door (2010),Pearl Harbor (2001)
Perfect Blue (1997),Raging Bull (1980),Perfect Blue (1997)
Perfect Blue (1997),Spirited Away (2001),Spirited Away (2001)
Perfect Blue (1997),The Silence of the Lambs (1991),Perfect Blue (1997)
Perfect Blue (1997),The Thing (1982),Perfect Blue (1997)
Persona (1966),Ratatouille (2007),Persona (1966)
Persona (1966),Signs (2002),Persona (1966)
Persona (1966),The Apartment (1960),The Apartment (1960)
Persona (1966),Wolfwalkers (2020),Wolfwalkers (2020)
Pi (1998),Pickpocket (1959),Pickpocket (1959)
Pi (1998),"Planes, Trains and Automobiles (1987)","Planes, Trains and Automobiles (1987)"
Pi (1998),Predator (1987),Predator (1987)
Pi (1998),Psycho (1960),Pi (1998)
Pi (1998),Rashomon (1950),Rashomon (1950)
Pi (1998),Rear Window (1954),Rear Window (1954)
Pi (1998),Reservoir Dogs (1992),Reservoir Dogs (1992)
Pi (1998),RoboCop (1987),RoboCop (1987)
Pi (1998),Scream (1996),Scream (1996)
Pi (1998),"Sherlock, Jr. (1924)","Sherlock, Jr. (1924)"
Pi (1998),Spider-Man: Into the Spider-Verse (2018),Spider-Man: Into the Spider-Verse (2018)
Pi (1998),Sunset Boulevard (1950),Sunset Boulevard (1950)
Pi (1998),The Adventures of Prince Achmed (1926),Pi (1998)
Pi (1998),The Conversation (1974),The Conversation (1974)
Pi (1998),The Day the Earth Stood Still (1951),The Day the Earth Stood Still (1951)
Pi (1998),The Elephant Man (1980),The Elephant Man (1980)
Pi (1998),The Graduate (1967),The Graduate (1967)
Pi (1998),The House Is Black (1963),The House Is Black (1963)
Pi (1998),The Lion King (1994),The Lion King (1994)
Pi (1998),The Matrix (1999),The Matrix (1999)
Pi (1998),The Social Network (2010),The Social Network (2010)
Pi (1998),The Sting (1973),The Sting (1973)
Pi (1998),There Will Be Blood (2007),There Will Be Blood (2007)
Pi (1998),Unforgiven (1992),Pi (1998)
Pi (1998),WarGames (1983),WarGames (1983)
Pi (1998),Wolfwalkers (2020),Wolfwalkers (2020)
Pi (1998),Yi Yi (2000),Pi (1998)
Pickpocket (1959),Psycho (1960),Pickpocket (1959)
Pickpocket (1959),Reservoir Dogs (1992),Reservoir Dogs (1992)
Pickpocket (1959),The Day the Earth Stood Still (1951),Pickpocket (1959)
Pickpocket (1959),The House Is Black (1963),Pickpocket (1959)
Pickpocket (1959),The Matrix (1999),Pickpocket (1959)
Pickpocket (1959),Unleashed (2005),Pickpocket (1959)
Pineapple Express (2008),Platoon (1986),Pineapple Express (2008)
Pineapple Express (2008),Pontypool (2008),Pontypool (2008)
Pineapple Express (2008),Rain Man (1988),Rain Man (1988)
Pineapple Express (2008),Resident Evil (2002),Resident Evil (2002)
Pineapple Express (2008),Return of the Jedi (1983),Return of the Jedi (1983)
Pineapple Express (2008),Rogue One: A Star Wars Story (2016),Rogue One: A Star Wars Story (2016)
Pineapple Express (2008),Ronin (1998),Pineapple Express (2008)
Pineapple Express (2008),Rounders (1998),Rounders (1998)
Pineapple Express (2008),Scanners (1981),Scanners (1981)
Pineapple Express (2008),Scott Pilgrim vs. the World (2010),Scott Pilgrim vs. the World (2010)
Pineapple Express (2008),Se7en (1995),Pineapple Express (2008)
Pineapple Express (2008),Shanghai Noon (2000),Shanghai Noon (2000)
Pineapple Express (2008),Shaun of the Dead (2004),Shaun of the Dead (2004)
Pineapple Express (2008),Shaun the Sheep: The Flight Before Christmas (2021),Pineapple Express (2008)
Pineapple Express (2008),Singin' in the Rain (1952),Singin' in the Rain (1952)
Pineapple Express (2008),Space Jam (1996),Pineapple Express (2008)
Pineapple Express (2008),Spaceballs (1987),Spaceballs (1987)
Pineapple Express (2008),Starship Troopers (1997),Starship Troopers (1997)
Pineapple Express (2008),The Dead Lands (2014),The Dead Lands (2014)
Pineapple Express (2008),The Departed (2006),The Departed (2006)
Pineapple Express (2008),The Fountain (2006),Pineapple Express (2008)
Pineapple Express (2008),The Hunt for Red October (1990),The Hunt for Red October (1990)
Pineapple Express (2008),The Revenant (2015),Pineapple Express (2008)
Pineapple Express (2008),The Wolf of Wall Street (2013),Pineapple Express (2008)
